sample_id,n_rows,n_incorrect,n_correct,species_true_dominant,mean_conf_overall,incorrect_rate,most_common_pred,n_incorrect_to_most_common,mean_conf_to_most_common,err_by_shot_1,err_by_shot_3,err_by_shot_5,err_by_shot_10,err_by_shot_25,true_label_dominant,sex_dominant,life_stage_dominant,attached_dominant,n_images,dorsal_image_path,ventral_image_path
428-01,451,371,80,Amblyomma americanum,0.3668485147593608,0.8226164079822617,Haemaphysalis longicornis,244,0.39599847108214614,0.7857142857142857,0.75,0.8172043010752689,0.8444444444444444,0.9459459459459459,Amblyomma americanum,,Nymph,"Yes, less than 24 hours",2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/428-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/428-01-02.jpg"
201-01,446,365,81,Amblyomma americanum,0.41883597534362066,0.8183856502242153,Haemaphysalis longicornis,321,0.45554114723826733,0.67,0.7525773195876289,0.8404255319148937,0.9036144578313253,0.9861111111111112,Amblyomma americanum,Female,Adult,,2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/201-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/201-01-02.jpg"
56-01,447,360,87,Amblyomma americanum,0.4587977113618239,0.8053691275167785,Haemaphysalis longicornis,349,0.4908594956102709,0.6020408163265306,0.8020833333333334,0.7956989247311828,0.9010989010989011,0.9855072463768116,Amblyomma americanum,Female,Adult,,2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/56-01-1.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/56-01-2.jpg"
31-03,448,358,90,Amblyomma americanum,0.42508033101481624,0.7991071428571429,Haemaphysalis longicornis,324,0.45639152004536654,0.6938775510204082,0.7040816326530612,0.8125,0.8666666666666667,0.9848484848484849,Amblyomma americanum,Female,Adult,,2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/31-03-1.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/31-03-2.jpg"
67-02,452,355,97,Amblyomma americanum,0.4815065309462994,0.7853982300884956,Haemaphysalis longicornis,346,0.5181019496643519,0.6428571428571429,0.7171717171717171,0.7731958762886598,0.8850574712643678,0.971830985915493,Amblyomma americanum,Female,Adult,,2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/67-02-1.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/67-02-2.jpg"
56-04,444,352,92,Amblyomma americanum,0.42823455138876676,0.7927927927927928,Haemaphysalis longicornis,336,0.44737740855612895,0.7272727272727273,0.7291666666666666,0.8387096774193549,0.7926829268292683,0.9054054054054054,Amblyomma americanum,Female,Adult,,2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/56-04-1.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/56-04-2.jpg"
234-01,453,352,101,Amblyomma americanum,0.46344397454869296,0.7770419426048565,Haemaphysalis longicornis,320,0.5099704595989203,0.673469387755102,0.6868686868686869,0.7204301075268817,0.896551724137931,0.9605263157894737,Amblyomma americanum,,Nymph,,2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/234-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/234-01-02.jpg"
110-01,439,347,92,Amblyomma americanum,0.3834528619931666,0.7904328018223234,Haemaphysalis longicornis,288,0.41359340069951855,0.67,0.7340425531914894,0.7894736842105263,0.8470588235294118,0.9846153846153847,Amblyomma americanum,Female,Adult,,2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/110-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/110-01-02.jpg"
57-01,454,346,108,Amblyomma americanum,0.398838481889357,0.762114537444934,Haemaphysalis longicornis,303,0.4257523943464726,0.6464646464646465,0.6989247311827957,0.8,0.7634408602150538,0.9459459459459459,Amblyomma americanum,,Nymph,,2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/57-01-1.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/57-01-2.jpg"
37-01,461,341,120,Amblyomma americanum,0.4791943356476474,0.7396963123644251,Haemaphysalis longicornis,335,0.515533313199289,0.63,0.6907216494845361,0.6354166666666666,0.8494623655913979,0.9466666666666667,Amblyomma americanum,Female,Adult,,2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/37-01-1.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/37-01-2.jpg"
149-01,493,476,17,Dermacentor variabilis,0.37088606308517735,0.9655172413793104,Haemaphysalis longicornis,288,0.3923106999277768,0.898989898989899,0.95,0.98989898989899,0.9897959183673469,1.0,Dermacentor variabilis,Female,Adult,,2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/149-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/149-01-02.jpg"
ZOE-0096-01,486,471,15,Dermacentor variabilis,0.45456800737862224,0.9691358024691358,Haemaphysalis longicornis,370,0.496403538438998,0.89,0.9693877551020408,0.98989898989899,1.0,1.0,Dermacentor variabilis,Female,Adult,No,2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/ZOE-0096-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/ZOE-0096-01-02.jpg"
ZOE-0021-01,479,469,10,Dermacentor variabilis,0.3666291389814685,0.9791231732776617,Haemaphysalis longicornis,281,0.3852785008262266,0.94,0.9797979797979798,0.9789473684210527,1.0,1.0,Dermacentor variabilis,,Nymph,,2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/ZOE-0021-01-1.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/ZOE-0021-01-2.jpg"
560-01,484,468,16,Dermacentor variabilis,0.3929788339078858,0.9669421487603306,Haemaphysalis longicornis,329,0.4168844036762879,0.88,0.97,0.98989898989899,1.0,1.0,Dermacentor variabilis,Female,Adult,No,2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/560-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/560-01-02.jpg"
ZOE-0021-03,490,463,27,Dermacentor variabilis,0.3712046421324022,0.9448979591836735,Haemaphysalis longicornis,272,0.3858130838042646,0.79,0.9693877551020408,0.98989898989899,0.9797979797979798,1.0,Dermacentor variabilis,Female,Adult,,2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/ZOE-0021-03-1.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/ZOE-0021-03-02.jpg"
261-01,487,459,28,Dermacentor variabilis,0.37524648068529587,0.9425051334702259,Haemaphysalis longicornis,315,0.3992209388142105,0.8469387755102041,0.9393939393939394,0.9696969696969697,0.9696969696969697,0.9891304347826086,Dermacentor variabilis,Female,Adult,,2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/261-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/261-01-02.jpg"
218-01,486,453,33,Dermacentor variabilis,0.3499733710986984,0.9320987654320988,Haemaphysalis longicornis,225,0.364307276928984,0.78,0.92,0.96875,1.0,1.0,Dermacentor variabilis,Female,Adult,,2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/218-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/218-01-02.jpg"
172-01,481,448,33,Dermacentor variabilis,0.38744456098030666,0.9313929313929314,Haemaphysalis longicornis,322,0.41105159617653714,0.84,0.9393939393939394,0.9591836734693877,0.9587628865979382,0.9655172413793104,Dermacentor variabilis,Female,Adult,,2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/172-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/172-01-02.jpg"
ZOE-0016-02,488,443,45,Dermacentor variabilis,0.3704150343096586,0.9077868852459017,Haemaphysalis longicornis,337,0.39586519859005614,0.67,0.9292929292929293,0.979381443298969,0.9896907216494846,0.9789473684210527,Dermacentor variabilis,Female,Adult,Yes,2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/ZOE-0016-02-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/ZOE-0016-02-02.jpg"
202-01,481,441,40,Dermacentor variabilis,0.3494484628856161,0.9168399168399168,Haemaphysalis longicornis,163,0.3460440911920725,0.82,0.8469387755102041,0.9489795918367347,0.9789473684210527,1.0,Dermacentor variabilis,Female,Adult,,2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/202-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/202-01-02.jpg"
GLN-0087-14,368,281,87,Haemaphysalis longicornis,0.4141390338261985,0.7635869565217391,Amblyomma americanum,250,0.4334587470725387,0.7272727272727273,0.7934782608695652,0.7777777777777778,0.765625,0.75,Haemaphysalis longicornis,,Nymph,,2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/GLN-0087-14-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/GLN-0087-14-02.jpg"
GLN-0087-15,376,237,139,Haemaphysalis longicornis,0.3369339106730842,0.6303191489361702,Amblyomma americanum,122,0.344577470896071,0.7835051546391752,0.7311827956989247,0.6235294117647059,0.4264705882352941,0.3333333333333333,Haemaphysalis longicornis,Female,Adult,,2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/GLN-0087-15-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/GLN-0087-15-02.jpg"
GLN-0087-13,370,233,137,Haemaphysalis longicornis,0.4168721132512029,0.6297297297297297,Amblyomma americanum,190,0.39817981255305973,0.8105263157894737,0.7419354838709677,0.5977011494252874,0.3888888888888889,0.30434782608695654,Haemaphysalis longicornis,,Nymph,,2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/GLN-0087-13-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/GLN-0087-13-02.jpg"
GLN-0087-12,385,224,161,Haemaphysalis longicornis,0.4058391466832985,0.5818181818181818,Amblyomma americanum,155,0.37954803363374096,0.797979797979798,0.6632653061224489,0.5617977528089888,0.391304347826087,0.1,Haemaphysalis longicornis,,Nymph,,2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/GLN-0087-12-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/GLN-0087-12-02.jpg"
GLN-0087-11,377,211,166,Haemaphysalis longicornis,0.4181430270386097,0.5596816976127321,Amblyomma americanum,159,0.39007600659246244,0.7731958762886598,0.6853932584269663,0.5116279069767442,0.3333333333333333,0.18518518518518517,Haemaphysalis longicornis,,Nymph,,2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/GLN-0087-11-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/GLN-0087-11-02.jpg"
563-01,377,183,194,Haemaphysalis longicornis,0.3475256168921145,0.4854111405835544,Amblyomma americanum,108,0.34592142452923763,0.5360824742268041,0.5978260869565217,0.4827586206896552,0.3,0.41935483870967744,Haemaphysalis longicornis,Female,Adult,"Yes, unknown length of time",2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/563-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/563-01-02.jpg"
62-02,380,168,212,Haemaphysalis longicornis,0.381426810693754,0.4421052631578947,Amblyomma americanum,154,0.3671105968582506,0.5268817204301075,0.46511627906976744,0.4835164835164835,0.35526315789473684,0.23529411764705882,Haemaphysalis longicornis,Female,Adult,,2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/62-02-1.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/62-02-2.jpg"
52-02,358,164,194,Haemaphysalis longicornis,0.4128992017665359,0.4581005586592179,Amblyomma americanum,158,0.3846988496924141,0.4842105263157895,0.4891304347826087,0.5476190476190477,0.3387096774193548,0.24,Haemaphysalis longicornis,Female,Adult,,2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/52-02-1.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/52-02-2.jpg"
52-03,358,163,195,Haemaphysalis longicornis,0.4170531603029255,0.4553072625698324,Amblyomma americanum,159,0.39629298853451755,0.45263157894736844,0.5113636363636364,0.5632183908045977,0.34375,0.16666666666666666,Haemaphysalis longicornis,Female,Adult,,2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/52-03-1.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/52-03-2.jpg"
29-02,381,160,221,Haemaphysalis longicornis,0.38656151027968777,0.4199475065616798,Amblyomma americanum,139,0.363193794183423,0.4845360824742268,0.449438202247191,0.5952380952380952,0.28378378378378377,0.05405405405405406,Haemaphysalis longicornis,Female,Adult,,2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/29-02-1.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/29-02-2.jpg"
296-01,463,443,20,Ixodes scapularis,0.3890040122805215,0.9568034557235421,Haemaphysalis longicornis,259,0.4071130975093651,0.9081632653061225,0.9270833333333334,0.9696969696969697,0.9893617021276596,1.0,Ixodes scapularis,,Nymph,,2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/296-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/296-01-02.jpg"
561-02,473,401,72,Ixodes scapularis,0.38125610524045717,0.8477801268498943,Haemaphysalis longicornis,281,0.39266048688264166,0.8181818181818182,0.8367346938775511,0.8383838383838383,0.9120879120879121,0.8372093023255814,Ixodes scapularis,,Larva,"Yes, unknown length of time",2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/561-02-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/561-02-02.jpg"
561-01,465,397,68,Ixodes scapularis,0.37381707088159183,0.853763440860215,Haemaphysalis longicornis,264,0.38007011147341985,0.84,0.797979797979798,0.9101123595505618,0.8421052631578947,0.8902439024390244,Ixodes scapularis,,Larva,"Yes, unknown length of time",2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/561-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/561-01-02.jpg"
ZOE-0070-01,467,395,72,Ixodes scapularis,0.3306691066378235,0.8458244111349036,Haemaphysalis longicornis,217,0.33918026979325283,0.8282828282828283,0.8315789473684211,0.845360824742268,0.8817204301075269,0.8433734939759037,Ixodes scapularis,Female,Adult,Yes,2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/ZOE-0070-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/ZOE-0070-01-02.jpg"
ZOE-0025-03,473,379,94,Ixodes scapularis,0.37480352181397375,0.8012684989429175,Haemaphysalis longicornis,303,0.3909449401397893,0.7,0.7653061224489796,0.8367346938775511,0.8617021276595744,0.8554216867469879,Ixodes scapularis,Female,Adult,,2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/ZOE-0025-03-1.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/ZOE-0025-03-2.jpg"
514-01,470,362,108,Ixodes scapularis,0.36968874798259105,0.7702127659574468,Amblyomma americanum,208,0.383070933743423,0.7346938775510204,0.7319587628865979,0.776595744680851,0.782608695652174,0.8314606741573034,Ixodes scapularis,,Nymph,"Yes, unknown length of time",2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/514-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/514-01-02.jpg"
ZOE-0024-01,476,321,155,Ixodes scapularis,0.35855438800942624,0.6743697478991597,Haemaphysalis longicornis,237,0.36444839029495774,0.6,0.69,0.6875,0.7978723404255319,0.5930232558139535,Ixodes scapularis,Female,Adult,,2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/ZOE-0024-01-1.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/ZOE-0024-01-2.jpg"
ZOE-0024-17,466,316,150,Ixodes scapularis,0.3724132947698607,0.6781115879828327,Haemaphysalis longicornis,205,0.35742335590485824,0.7171717171717171,0.7142857142857143,0.8247422680412371,0.6629213483146067,0.43373493975903615,Ixodes scapularis,Female,Adult,,2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/ZOE-0024-17-1.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/ZOE-0024-17-2.jpg"
310-02,474,302,172,Ixodes scapularis,0.37597748386085467,0.6371308016877637,Haemaphysalis longicornis,152,0.35796765987735796,0.66,0.6979166666666666,0.6907216494845361,0.6842105263157895,0.43023255813953487,Ixodes scapularis,,Nymph,,2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/310-02-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/310-02-02.jpg"
330-01,470,291,179,Ixodes scapularis,0.3587862609050176,0.6191489361702127,Amblyomma americanum,155,0.37104629883676354,0.7070707070707071,0.5979381443298969,0.6868686868686869,0.6136363636363636,0.47126436781609193,Ixodes scapularis,Female,Adult,,2,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/330-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/330-01-02.jpg"
